1,1,1,1,7.66301,26.6602,50.0057,70.5618,88.5955,104.167,117.227,127.698,135.519,140.662,143.137,142.972,140.205,134.853,126.886,116.208,102.639,85.8695,65.2659,38.9706,24.4141,17.0478,21.6302,20.2569,14.8758,6.8308,2.7077,
1,1,1,1,7.50444,26.0259,49.638,70.9701,89.8705,106.214,119.921,130.944,139.259,144.867,147.79,148.064,145.729,140.818,133.341,123.287,110.623,95.3181,77.4084,57.3149,37.6506,33.3927,29.5529,23.3132,13.9321,6.19072,1,
1,1,1,1,6.95538,23.829,47.5908,69.8668,89.7743,106.983,121.398,133.004,141.819,147.873,151.209,151.881,149.943,145.453,138.47,129.06,117.32,103.43,87.7788,71.2607,55.9167,45.3354,35.8863,25.5167,13.5414,4.38535,1,
1,1,1,1,5.42879,17.7207,43.0682,67.1881,88.4492,106.633,121.781,133.965,143.255,149.716,153.416,154.426,152.823,148.69,142.126,133.253,122.243,109.367,95.0668,80.0705,65.448,52.1657,39.1528,25.3326,10.7185,3.67963,1,
1,1,1,1,1,14.3794,35.8091,63.423,86.2726,105.407,121.228,133.93,143.636,150.442,154.436,155.707,154.349,150.47,144.193,135.673,125.114,112.795,99.1054,84.5487,69.6705,54.7483,39.24,21.9485,9.16674,1,1,
1,1,1,1,1,9.19186,32.7785,60.475,83.8813,103.58,119.891,133,143.035,150.102,154.302,155.737,154.516,150.759,144.606,136.225,125.824,113.664,100.066,85.3923,69.9693,53.9391,37.1232,19.225,5.80626,1,1,
1,1,1,1,1,8.71274,30.8612,57.8678,81.266,101.223,117.852,131.25,141.515,148.748,153.054,154.543,153.334,149.554,143.349,134.889,124.373,112.038,98.1589,83.0277,66.9069,49.9361,32.0999,13.8312,4.45781,1,1,
1,1,1,1,1,8.20464,28.8279,54.9166,78.1566,98.2743,115.137,128.738,139.139,146.437,150.74,152.165,150.835,146.88,140.447,131.697,120.818,108.022,93.5554,77.6929,60.7228,42.8163,23.5169,10.337,1,1,1,
1,1,1,1,1,7.38811,25.5605,50.8584,74.2304,94.6566,111.773,125.523,135.973,143.231,147.417,148.654,147.068,142.788,135.953,126.718,115.251,101.739,86.3955,69.5011,51.4992,33.1026,15.1549,4.78872,1,1,1,
1,1,1,1,1,5.64308,18.578,44.7658,69.3063,90.4198,107.859,121.704,132.101,139.202,143.149,144.073,142.096,137.345,129.949,120.049,107.795,93.3403,76.8283,58.4464,38.6883,18.9477,9.52565,1,1,1,1,
1,1,1,1,1,1,14.7303,36.3546,63.8602,85.9233,103.617,117.418,127.619,134.427,138.006,138.489,135.995,130.635,122.528,111.803,98.6007,83.0456,65.1652,44.7899,21.8695,11.2043,1,1,1,1,1,
1,1,1,1,1,1,9.20314,32.8221,59.9027,81.8569,99.3381,112.816,122.617,128.972,132.049,131.974,128.845,122.754,113.796,102.095,87.8097,71.1148,52.0229,29.6914,13.8902,1,1,1,1,1,1,
1,1,1,1,1,1,8.76234,31.0579,57.1134,78.3184,95.1286,107.964,117.139,122.878,125.329,124.593,120.736,113.809,103.872,91.0241,75.4697,57.6107,38.1378,17.9573,5.48933,1,1,1,1,1,1,
1,1,1,1,1,1,8.57803,30.3198,55.2124,75.2239,90.9536,102.838,111.172,116.145,117.871,116.406,111.764,103.937,92.91,78.7032,61.4664,41.7412,20.9698,10.7318,1,1,1,1,1,1,1,
1,1,1,1,1,1,12.515,31.0308,54.2262,72.4559,86.6767,97.3217,104.628,108.725,109.67,107.458,102.037,93.3168,81.1717,65.4457,45.9738,22.9287,11.9746,1,1,1,1,1,1,1,1,
1,1,1,1,1,4.75911,15.0392,35.598,54.2365,69.736,82.0223,91.1968,97.3481,100.515,100.681,97.7721,91.6594,82.1637,69.0484,51.9585,30.0668,14.2489,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,8.85524,20.5698,38.1047,53.4132,66.2637,76.5201,84.1397,89.1,91.3557,90.8163,87.3349,80.7046,70.6642,56.9252,39.289,18.339,5.58474,1,1,1,1,1,1,1,1,1,
1,1,1,1,3.71368,10.8561,25.1461,38.8552,51.0717,61.4151,69.6889,75.7795,79.5962,81.0311,79.9321,76.0828,69.1918,58.8893,44.7174,25.9425,12.0704,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,6.2861,14.2838,26.3136,37.1134,46.6232,54.6602,61.0687,65.7237,68.506,69.2728,67.829,63.9009,57.1146,47.0023,33.1241,15.7666,4.94166,1,1,1,1,1,1,1,1,1,1,
1,1,1,2.71556,6.86281,15.9709,24.7197,32.6738,39.6633,45.553,50.2235,53.564,55.4558,55.7493,54.2335,50.5979,44.3808,34.8937,21.0164,10.1958,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,2.8705,7.48252,14.0214,19.9271,25.2079,29.8148,33.6786,36.7238,38.8696,40.0213,40.0521,38.7739,35.8906,30.9281,23.1825,12.0497,4.01243,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,2.26178,5.04743,8.70786,11.7637,14.4215,16.7162,18.6312,20.1328,21.1792,21.7177,21.6739,20.9288,19.2704,16.2647,10.8618,6.72789,1,1,1,1,1,1,1,1,1,1,1,1
